,Sr #,Parish,Code,Townland,1841 Male,1841 Female,1841 Inhabited,1841 Uninhabited,1851 Male,1851 Female,1851 Inhabited,1851 Uninhabited,1861 Male,1861 Female,1861 Inhabited,1861 Uninhabited,1871 Male,1871 Female,1871 Inhabited,1871 Uninhabited,1881 Male,1881 Female,1881 Inhabited,1881 Uninhabited,1891 Male,1891 Female,1891 Inhabited,1891 Uninhabited,Remarks
78,79,"DRUMCONDRA CLONLIFFE, AND GLASNEVIN",,BRAY TOWNSHIP,,,,,,,,,,,,,,,,,1049.0,1099.0,416.0,30.0,,,,,
79,80,"DRUMCONDRA CLONLIFFE, AND GLASNEVIN",,BALBRIGGAN,,,,,,,,,,,,,,,,,1080.0,1363.0,485.0,45.0,,,,,
80,81,"DRUMCONDRA CLONLIFFE, AND GLASNEVIN",,CLONTARF,,,,,,,,,,,,,,,,,1827.0,2383.0,727.0,96.0,,,,,Yellow highlited values are not clear
81,82,Baldongan,260034.0,BALDONGAN,29.0,15.0,5.0,1.0,27.0,22.0,5.0,,27.0,19.0,5.0,,,,,,14.0,13.0,7.0,,16.0,12.0,7.0,,
82,83,Baldongan,260050.0,BALLAGHSTOWN,9.0,15.0,6.0,1.0,21.0,17.0,7.0,,13.0,8.0,4.0,,17.0,13.0,5.0,,8.0,16.0,4.0,,8.0,9.0,4.0,,
83,84,Baldongan,260582.0,LAYTOWN,4.0,3.0,1.0,,2.0,4.0,1.0,,,,,1.0,11.0,14.0,5.0,,,,,,,,,,
84,85,Baldongan,,MIILVERTOWN,24.0,24.0,7.0,1.0,,,,,,,,,,,,,6.0,4.0,2.0,,2.0,3.0,2.0,,
85,86,Baldongan,,TOTAL,61.0,57.0,19.0,3.0,50.0,43.0,13.0,,40.0,27.0,9.0,1.0,28.0,27.0,10.0,,28.0,33.0,13.0,,26.0,24.0,13.0,,Yellow highlited total are not clear
86,87,Balrothery,260012.0,ARDGILLAN DEMESNE,21.0,37.0,8.0,,11.0,17.0,5.0,,24.0,23.0,5.0,,14.0,13.0,7.0,1.0,16.0,25.0,5.0,,16.0,13.0,5.0,1.0,
87,88,Balrothery,260028.0,BALBRIGGAN,,,,,3.0,7.0,2.0,2.0,33.0,47.0,14.0,4.0,,,,,,,,,,,,,
88,89,Balrothery,260111.0,BALROTHERY,,,,,,,,,,,,,,,,,,,,,,,,,
89,90,Balrothery,260145.0,BLACKHALL,7.0,8.0,4.0,,19.0,26.0,11.0,,8.0,7.0,3.0,1.0,7.0,8.0,4.0,,6.0,6.0,3.0,1.0,10.0,12.0,5.0,,
90,91,Balrothery,260161.0,BOWHILL,3.0,5.0,1.0,,9.0,6.0,5.0,1.0,16.0,8.0,5.0,2.0,9.0,3.0,2.0,,4.0,2.0,2.0,,,,,2.0,
91,92,Balrothery,260164.0,BREMORE,29.0,39.0,11.0,,39.0,35.0,11.0,,24.0,31.0,10.0,1.0,24.0,25.0,11.0,1.0,27.0,24.0,10.0,1.0,27.0,27.0,9.0,1.0,
92,93,Balrothery,260215.0,CASTLELAND,21.0,19.0,8.0,,22.0,30.0,10.0,2.0,15.0,10.0,3.0,,16.0,22.0,9.0,,15.0,23.0,7.0,2.0,11.0,14.0,7.0,1.0,
93,94,Balrothery,260227.0,CLOGHEDER,10.0,5.0,2.0,,6.0,2.0,1.0,,5.0,3.0,1.0,,8.0,5.0,2.0,,8.0,4.0,1.0,,8.0,4.0,2.0,,
94,95,Balrothery,260231.0,CLONARD or FOLKSTOWN GREAT,49.0,53.0,28.0,,40.0,41.0,18.0,1.0,25.0,18.0,12.0,,18.0,18.0,6.0,,15.0,22.0,7.0,,17.0,15.0,6.0,,
95,96,Balrothery,260308.0,COURTLOUGH,60.0,63.0,19.0,2.0,66.0,61.0,20.0,1.0,69.0,71.0,21.0,2.0,58.0,46.0,17.0,,53.0,57.0,17.0,,56.0,64.0,18.0,,
96,97,Balrothery,260318.0,CULLEN HILL,,,,,,,,,,,,,4.0,1.0,1.0,,,,,,,,,,
97,98,Balrothery,260327.0,DARCYSTOWN,149.0,159.0,58.0,2.0,135.0,140.0,50.0,3.0,84.0,96.0,38.0,6.0,70.0,75.0,29.0,,71.0,71.0,33.0,1.0,59.0,54.0,28.0,2.0,
98,99,Balrothery,260337.0,DENNIS' FIELDS,4.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,,,,1.0,,1.0,,,,,1.0,
99,100,Balrothery,260374.0,FLEMINGTOWN,16.0,17.0,4.0,,6.0,2.0,1.0,2.0,9.0,5.0,3.0,,7.0,3.0,2.0,,2.0,4.0,2.0,,12.0,7.0,4.0,,
100,101,Balrothery,260375.0,FOLKSTOWN LITTLE,16.0,18.0,6.0,,24.0,25.0,9.0,1.0,12.0,17.0,6.0,1.0,13.0,14.0,6.0,,9.0,12.0,4.0,,13.0,10.0,5.0,,
101,102,Balrothery,260396.0,GARDENERSHILL,,,,,,,,,2.0,2.0,1.0,,3.0,3.0,1.0,,3.0,4.0,1.0,,,,,,
102,103,Balrothery,260401.0,GIBBONSMOOR,,,,,,,,,,,,,,,,,,,,,,,,,
103,104,Balrothery,260420.0,GLEBE NORTH,7.0,4.0,2.0,,9.0,8.0,4.0,,8.0,8.0,3.0,3.0,3.0,2.0,1.0,,5.0,3.0,2.0,,5.0,5.0,2.0,,
104,105,Balrothery,260422.0,GLEBE SOUTH,5.0,5.0,2.0,,3.0,7.0,2.0,,3.0,9.0,1.0,1.0,4.0,13.0,2.0,,4.0,9.0,2.0,,1.0,2.0,1.0,1.0,
105,106,Balrothery,260452.0,HAMPTON DEMESNE,40.0,38.0,16.0,,34.0,35.0,13.0,1.0,22.0,28.0,11.0,1.0,22.0,29.0,10.0,,23.0,28.0,10.0,,14.0,22.0,9.0,3.0,
106,107,Balrothery,260483.0,HYNESPARK,2.0,1.0,1.0,,2.0,5.0,1.0,,2.0,4.0,1.0,,3.0,1.0,1.0,,1.0,3.0,1.0,,,,,,
107,108,Balrothery,260486.0,INCH,28.0,20.0,8.0,1.0,24.0,22.0,8.0,,27.0,23.0,8.0,1.0,27.0,29.0,10.0,1.0,18.0,20.0,7.0,1.0,19.0,18.0,8.0,1.0,Yellow highlited total are not clear
108,109,Balrothery,260525.0,KILLALANE,23.0,18.0,5.0,,13.0,17.0,5.0,3.0,8.0,12.0,4.0,,9.0,12.0,4.0,,15.0,18.0,4.0,,19.0,21.0,6.0,,
109,110,Balrothery,,KILMAMHAM,7.0,7.0,1.0,,1.0,3.0,1.0,,10.0,7.0,2.0,1.0,6.0,4.0,1.0,,3.0,2.0,1.0,,2.0,3.0,1.0,,
110,111,Balrothery,,KRISOUGH NORTH,2.0,6.0,1.0,,1.0,6.0,2.0,,2.0,5.0,1.0,,,,,,,,,,1.0,1.0,1.0,,
111,112,Balrothery,,KRISOUGH SOUTH,,,,,,,,,,,,,,5.0,1.0,,1.0,3.0,1.0,,,,,,
112,113,Balrothery,260567.0,KNOCK,22.0,22.0,8.0,,16.0,13.0,5.0,,18.0,20.0,5.0,,20.0,20.0,7.0,,12.0,13.0,3.0,3.0,10.0,14.0,4.0,1.0,
113,114,Balrothery,260574.0,KNOCKNAGIN,38.0,42.0,15.0,1.0,25.0,13.0,7.0,1.0,20.0,31.0,7.0,1.0,30.0,22.0,7.0,3.0,24.0,34.0,10.0,,14.0,23.0,8.0,2.0,
114,115,Balrothery,260592.0,LOUGHBARN,27.0,28.0,9.0,,27.0,23.0,9.0,2.0,6.0,4.0,2.0,,8.0,4.0,2.0,,9.0,10.0,2.0,,10.0,9.0,2.0,,
115,116,Balrothery,260616.0,MALHENEY,61.0,54.0,22.0,,41.0,41.0,18.0,,17.0,16.0,8.0,1.0,12.0,16.0,6.0,1.0,15.0,12.0,7.0,1.0,15.0,13.0,6.0,,
116,117,Balrothery,260619.0,MARGARETSTOWN,12.0,16.0,5.0,1.0,12.0,11.0,4.0,1.0,7.0,10.0,4.0,1.0,6.0,8.0,3.0,,5.0,10.0,3.0,,5.0,6.0,2.0,1.0,
117,118,Balrothery,260715.0,PALMERSTOWN,16.0,18.0,5.0,,7.0,6.0,2.0,2.0,6.0,10.0,8.0,,16.0,16.0,6.0,,4.0,5.0,2.0,3.0,3.0,6.0,2.0,1.0,
118,119,Balrothery,260795.0,ROSEPARK,4.0,2.0,1.0,,1.0,2.0,1.0,,4.0,2.0,1.0,,3.0,2.0,1.0,,1.0,2.0,1.0,,,,,1.0,
119,120,Balrothery,260806.0,SALMON,3.0,8.0,2.0,,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,,5.0,3.0,1.0,,8.0,3.0,1.0,,
120,121,Balrothery,260851.0,STEPHENSTOWN,36.0,42.0,15.0,2.0,21.0,26.0,12.0,,31.0,31.0,11.0,2.0,33.0,28.0,9.0,,32.0,22.0,8.0,1.0,20.0,24.0,7.0,3.0,
121,122,Balrothery,260868.0,TANKARDSTOWN,21.0,24.0,8.0,1.0,15.0,23.0,7.0,1.0,6.0,19.0,2.0,2.0,,,,,,,,,,,,,
122,123,Balrothery,260896.0,TURKINSTOWN,9.0,9.0,3.0,,2.0,5.0,2.0,1.0,7.0,8.0,2.0,,5.0,5.0,2.0,,4.0,4.0,2.0,,4.0,3.0,2.0,,
123,124,Balrothery,,BALBRIGGAN,1358.0,1601.0,567.0,55.0,1069.0,1241.0,463.0,38.0,1042.0,1316.0,479.0,53.0,,,,,,,,,,,,,
124,125,Balrothery,,BALROTHERY,173.0,213.0,77.0,3.0,112.0,145.0,54.0,4.0,101.0,124.0,56.0,16.0,78.0,98.0,46.0,1.0,82.0,77.0,42.0,3.0,59.0,51.0,33.0,9.0,
125,126,Balrothery,,BALBRIGGAN TOWNSHIP,,,,,,,,,,,,,1034.0,1298.0,493.0,35.0,1080.0,1363.0,485.0,45.0,1053.0,1220.0,454.0,73.0,
126,127,Balrothery,,TOTAL,2279.0,2602.0,923.0,68.0,1817.0,2047.0,765.0,68.0,1075.0,1933.0,740.0,101.0,1572.0,1849.0,710.0,43.0,1573.0,1895.0,687.0,62.0,1491.0,1664.0,638.0,104.0,Yellow highlited total are not clear
127,128,Balscaddan,260044.0,BALGADDY,12.0,10.0,4.0,,10.0,9.0,5.0,,14.0,7.0,4.0,,11.0,8.0,4.0,,11.0,9.0,4.0,,12.0,11.0,4.0,,
128,129,Balscaddan,260112.0,BALSCADDAN,3.0,3.0,1.0,,27.0,29.0,9.0,3.0,25.0,19.0,11.0,1.0,42.0,31.0,13.0,,31.0,25.0,8.0,,22.0,22.0,8.0,,
129,130,Balscaddan,260261.0,"COMMONS (1st Division)
",,,,,11.0,7.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
130,131,Balscaddan,260262.0,COMMONS (2nd Division),,,,,,,,,,,,,,,,,,,,,,,,,
131,132,Balscaddan,260338.0,DERMOTSTOWN,64.0,44.0,17.0,1.0,28.0,30.0,11.0,3.0,28.0,33.0,11.0,,15.0,20.0,6.0,1.0,16.0,16.0,6.0,,18.0,11.0,7.0,,
132,133,Balscaddan,260351.0,DRUMMANS,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,Balscaddan,260433.0,GORMANSTON DEMESNE,,,,,,,,,,,,,,,,,,,,,,,,,
134,135,Balscaddan,260441.0,GRANGE (ED Balscadden),12.0,8.0,2.0,,7.0,4.0,2.0,1.0,20.0,17.0,4.0,,14.0,8.0,3.0,,9.0,11.0,3.0,,6.0,9.0,3.0,,
135,136,Balscaddan,260458.0,HAYSTOWN (ED Balscadden),16.0,18.0,5.0,,9.0,11.0,2.0,,4.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0,8.0,2.0,,5.0,9.0,3.0,1.0,
136,137,Balscaddan,260534.0,KILLOUGHER,16.0,18.0,5.0,1.0,12.0,15.0,4.0,,5.0,7.0,2.0,,8.0,8.0,3.0,,6.0,4.0,3.0,,5.0,2.0,2.0,1.0,
137,138,Balscaddan,260621.0,MATT,9.0,12.0,5.0,,10.0,9.0,2.0,,8.0,3.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,5.0,1.0,,
138,139,Balscaddan,260628.0,MILESTOWN,12.0,12.0,3.0,,16.0,26.0,7.0,,8.0,7.0,4.0,,8.0,7.0,4.0,,3.0,1.0,1.0,,2.0,5.0,1.0,,
139,140,Balscaddan,260683.0,NEWTOWN,28.0,26.0,6.0,2.0,20.0,10.0,5.0,3.0,16.0,14.0,5.0,1.0,14.0,16.0,5.0,1.0,23.0,22.0,6.0,,17.0,22.0,7.0,,
140,141,Balscaddan,260739.0,PRIORLAND,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
141,142,Balscaddan,260752.0,RATH,46.0,41.0,12.0,1.0,28.0,25.0,9.0,,30.0,30.0,10.0,,22.0,22.0,8.0,1.0,32.0,25.0,9.0,,29.0,23.0,9.0,,
142,143,Balscaddan,260775.0,RING,4.0,5.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
143,144,Balscaddan,260776.0,RING COMMONS,105.0,112.0,46.0,1.0,102.0,100.0,44.0,4.0,99.0,73.0,41.0,2.0,73.0,77.0,36.0,,73.0,69.0,30.0,2.0,68.0,65.0,30.0,2.0,
144,145,Balscaddan,260821.0,SEVENPARKS (1st Division),,,,,,,,,,,,,3.0,2.0,1.0,,2.0,1.0,1.0,,1.0,2.0,1.0,,
145,146,Balscaddan,260822.0,SEVENPARKS (2nd Division),,,,,,,,,,,,,,,,,,,,,,,,,
146,147,Balscaddan,260823.0,SEVENPARKS (3rd Division),,,,,,,,,,,,,,,,,,,,,,,,,
147,148,Balscaddan,260848.0,STAMULLIN,,,,,,,,,,,,,,,,,,,,,,,,,
148,149,Balscaddan,260886.0,TOBERTASKIN,,,,,,,,,,,,,,,,,,,,,,,,,
149,150,Balscaddan,260885.0,TOBERSOOL,14.0,12.0,2.0,,14.0,12.0,2.0,1.0,20.0,12.0,3.0,,14.0,10.0,2.0,,10.0,8.0,3.0,,6.0,5.0,2.0,1.0,
150,151,Balscaddan,260888.0,TOBERTOWN,43.0,42.0,12.0,,27.0,27.0,11.0,,20.0,19.0,9.0,,26.0,28.0,9.0,,27.0,18.0,7.0,,17.0,15.0,5.0,1.0,
151,152,Balscaddan,260926.0,WHITESTOWN (ED Balscadden),16.0,12.0,5.0,,18.0,12.0,5.0,2.0,25.0,30.0,9.0,,31.0,30.0,10.0,,26.0,31.0,10.0,,23.0,28.0,10.0,,
152,153,Balscaddan,,BALSCADDAN,141.0,154.0,64.0,4.0,112.0,115.0,51.0,1.0,87.0,90.0,44.0,1.0,65.0,75.0,40.0,4.0,77.0,79.0,38.0,5.0,56.0,50.0,29.0,12.0,
153,154,Balscaddan,,TOTAL,542.0,532.0,191.0,10.0,451.0,441.0,172.0,18.0,410.0,368.0,161.0,7.0,351.0,345.0,146.0,9.0,354.0,328.0,132.0,7.0,291.0,284.0,122.0,18.0,
154,155,Holmpatrick,260115.0,BALTRASNA,14.0,13.0,4.0,,44.0,35.0,11.0,,41.0,31.0,12.0,3.0,36.0,34.0,13.0,,28.0,27.0,10.0,,28.0,33.0,10.0,1.0,
155,156,Holmpatrick,260121.0,BARNAGEERAGH,34.0,27.0,11.0,1.0,40.0,34.0,11.0,1.0,24.0,26.0,9.0,,17.0,25.0,9.0,,19.0,30.0,10.0,1.0,27.0,22.0,9.0,1.0,
156,157,Holmpatrick,,COLT ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,
157,158,Holmpatrick,260336.0,DELLABROWN,,,,,,,,,,,,,,,,,,,,,,,,,
158,159,Holmpatrick,260442.0,GRANGE (ED Holmpatrick),70.0,60.0,25.0,1.0,6.0,5.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,
159,160,Holmpatrick,260473.0,HOLMPATRICK,73.0,62.0,24.0,3.0,26.0,9.0,6.0,2.0,17.0,3.0,6.0,,18.0,9.0,6.0,,20.0,14.0,5.0,1.0,15.0,11.0,4.0,1.0,
160,161,Holmpatrick,,LANE,4.0,8.0,1.0,,4.0,8.0,1.0,,5.0,5.0,1.0,,5.0,6.0,2.0,,6.0,7.0,2.0,,2.0,3.0,1.0,1.0,
161,162,Holmpatrick,260633.0,MILVERTON,39.0,30.0,11.0,1.0,54.0,55.0,18.0,,50.0,47.0,17.0,,42.0,30.0,16.0,1.0,43.0,42.0,16.0,1.0,34.0,33.0,14.0,,
162,163,Holmpatrick,260634.0,MILVERTON DEMESNE,21.0,31.0,8.0,,9.0,18.0,4.0,,13.0,19.0,4.0,,18.0,23.0,5.0,1.0,17.0,13.0,6.0,,21.0,20.0,8.0,1.0,
163,164,Holmpatrick,260725.0,PIERCETOWN,4.0,1.0,1.0,,9.0,3.0,1.0,,6.0,6.0,1.0,,9.0,6.0,2.0,,5.0,4.0,2.0,,4.0,4.0,1.0,,
164,165,Holmpatrick,,SHENICKS ISLAND,2.0,2.0,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,3.0,2.0,,,,,1.0,,,,1.0,
165,166,Holmpatrick,,ST PATRICKS ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,
166,167,Holmpatrick,260859.0,STRIFELAND,61.0,65.0,22.0,1.0,100.0,101.0,39.0,1.0,73.0,85.0,28.0,2.0,58.0,61.0,30.0,1.0,55.0,44.0,24.0,,45.0,44.0,18.0,5.0,
167,168,Holmpatrick,260894.0,TOWNPARKS,5.0,7.0,4.0,4.0,9.0,6.0,3.0,,17.0,9.0,3.0,,,,,,8.0,14.0,5.0,1.0,13.0,15.0,5.0,,
168,169,Holmpatrick,,SKERRIES,1139.0,1380.0,515.0,38.0,1023.0,1304.0,529.0,58.0,938.0,1319.0,553.0,37.0,935.0,1301.0,570.0,55.0,960.0,1267.0,564.0,40.0,747.0,1062.0,500.0,94.0,
169,170,Holmpatrick,,TOTAL,1466.0,1686.0,627.0,49.0,1325.0,1579.0,625.0,62.0,1188.0,1559.0,636.0,42.0,1140.0,1498.0,655.0,58.0,1161.0,1462.0,644.0,45.0,936.0,1247.0,570.0,105.0,Yellow highlited total are not clear
170,171,Lusk,260011.0,ANNSBROOK,4.0,3.0,1.0,,,,,1.0,6.0,4.0,1.0,,6.0,3.0,1.0,,5.0,2.0,1.0,,2.0,1.0,1.0,,
171,172,Lusk,260013.0,ARDLA,6.0,2.0,1.0,1.0,3.0,,1.0,,7.0,6.0,1.0,,5.0,5.0,1.0,2.0,5.0,3.0,1.0,,3.0,3.0,1.0,,
172,173,Lusk,260031.0,BALCUNNIN,101.0,96.0,34.0,1.0,98.0,87.0,35.0,,91.0,82.0,31.0,,75.0,72.0,26.0,,96.0,39.0,25.0,1.0,57.0,61.0,23.0,4.0,
173,174,Lusk,260040.0,BALDRUMMAN,7.0,4.0,2.0,,6.0,4.0,2.0,,,,,,5.0,7.0,2.0,1.0,7.0,4.0,1.0,1.0,5.0,2.0,2.0,,
174,175,Lusk,260054.0,BALLEALLY EAST,,,,,6.0,4.0,1.0,1.0,5.0,2.0,1.0,,4.0,1.0,1.0,,2.0,1.0,1.0,,12.0,7.0,4.0,,
175,176,Lusk,260055.0,BALLEALLY WEST,4.0,6.0,2.0,,2.0,2.0,1.0,,2.0,6.0,1.0,,3.0,4.0,1.0,1.0,5.0,6.0,2.0,,5.0,7.0,2.0,,
176,177,Lusk,260062.0,BALLOUGH,50.0,51.0,17.0,3.0,42.0,43.0,14.0,,24.0,23.0,6.0,,18.0,17.0,5.0,1.0,7.0,10.0,4.0,2.0,11.0,16.0,5.0,1.0,
177,178,Lusk,260066.0,BALLUSTREE,4.0,5.0,2.0,,11.0,7.0,4.0,,12.0,7.0,8.0,1.0,9.0,6.0,3.0,,4.0,6.0,3.0,,3.0,9.0,3.0,,
178,179,Lusk,260082.0,BALLYHAVIL,9.0,16.0,4.0,,12.0,13.0,4.0,,11.0,10.0,3.0,,9.0,10.0,3.0,1.0,10.0,12.0,3.0,,4.0,4.0,2.0,1.0,
179,180,Lusk,260083.0,BALLYKEA,118.0,104.0,37.0,1.0,104.0,108.0,37.0,5.0,86.0,90.0,34.0,3.0,92.0,79.0,36.0,2.0,86.0,73.0,30.0,5.0,70.0,74.0,28.0,6.0,
180,181,Lusk,,BALLYMAGUNE,6.0,1.0,1.0,,5.0,1.0,1.0,,2.0,1.0,1.0,,,,,1.0,1.0,3.0,1.0,,2.0,1.0,1.0,,
181,182,Lusk,260106.0,BALLYSTRANE,7.0,4.0,2.0,,10.0,4.0,1.0,,12.0,6.0,1.0,,8.0,9.0,2.0,,7.0,4.0,1.0,,5.0,2.0,1.0,,
182,183,Lusk,260129.0,BEAU,6.0,5.0,2.0,,8.0,6.0,2.0,,4.0,5.0,3.0,,6.0,13.0,3.0,,7.0,9.0,3.0,,4.0,9.0,3.0,,
183,184,Lusk,,BETTYVILLE,14.0,12.0,5.0,,10.0,11.0,4.0,,8.0,9.0,4.0,,11.0,9.0,5.0,,16.0,12.0,5.0,1.0,12.0,8.0,4.0,1.0,
184,185,Lusk,260143.0,BISHOPLAND,19.0,16.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,
185,186,Lusk,260146.0,BLACKLAND,2.0,1.0,1.0,,1.0,2.0,1.0,,4.0,2.0,1.0,,6.0,9.0,2.0,,4.0,3.0,1.0,,2.0,1.0,1.0,,
186,187,Lusk,260167.0,BRIDETREE,2.0,4.0,1.0,,3.0,5.0,1.0,,6.0,4.0,1.0,,7.0,4.0,1.0,,3.0,2.0,1.0,,3.0,2.0,1.0,,
187,188,Lusk,260175.0,BROOMFIELD,11.0,11.0,5.0,,10.0,15.0,6.0,,7.0,11.0,4.0,,7.0,7.0,4.0,,9.0,13.0,4.0,1.0,7.0,8.0,3.0,1.0,
188,189,Lusk,260203.0,CARNHILL,4.0,2.0,1.0,,3.0,2.0,1.0,,4.0,2.0,1.0,,4.0,3.0,2.0,,2.0,1.0,1.0,,5.0,2.0,1.0,,
189,190,Lusk,260217.0,CAUSESTOWN,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,Lusk,260250.0,COLECOT,5.0,4.0,1.0,,3.0,3.0,1.0,,3.0,3.0,1.0,,3.0,5.0,2.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,
191,192,Lusk,260247.0,COLDWINTERS,1.0,3.0,2.0,,5.0,3.0,1.0,1.0,13.0,4.0,3.0,,6.0,3.0,1.0,2.0,5.0,6.0,1.0,,,,,1.0,
192,193,Lusk,260256.0,COLLINSTOWN,31.0,34.0,14.0,,36.0,31.0,12.0,,20.0,18.0,7.0,,18.0,10.0,8.0,,19.0,15.0,7.0,,22.0,21.0,7.0,1.0,
193,194,Lusk,260289.0,CORDUFF,91.0,81.0,33.0,1.0,14.0,20.0,7.0,,15.0,11.0,4.0,,15.0,13.0,5.0,,11.0,7.0,4.0,2.0,16.0,11.0,6.0,,
194,195,Lusk,260291.0,CORDUFF COMMON,,,,,9.0,9.0,4.0,,11.0,6.0,4.0,,,1.0,1.0,,,,,,,,,,
195,196,Lusk,260295.0,CORDUFFHALL,9.0,5.0,1.0,,54.0,55.0,25.0,2.0,43.0,48.0,19.0,,41.0,30.0,15.0,,41.0,34.0,15.0,2.0,38.0,34.0,16.0,1.0,
196,197,Lusk,260290.0,CORDUFF (Hackett),69.0,71.0,30.0,,65.0,80.0,30.0,1.0,71.0,63.0,31.0,,47.0,47.0,27.0,,54.0,43.0,25.0,1.0,51.0,42.0,23.0,1.0,
197,198,Lusk,260330.0,DEANESTOWN (ED Lusk),9.0,4.0,2.0,,,,,,4.0,4.0,1.0,,,,,,1.0,2.0,1.0,,,,,1.0,
198,199,Lusk,260349.0,DRUMANAGH,,,,,1.0,6.0,1.0,,2.0,5.0,1.0,,,,,,,,,,,,,,
199,200,Lusk,260350.0,DRUMLATTERY,9.0,12.0,3.0,,5.0,6.0,1.0,,2.0,6.0,1.0,,4.0,5.0,1.0,,4.0,2.0,1.0,,4.0,1.0,1.0,,
200,201,Lusk,,DUNGAUSTOWA,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
201,202,Lusk,,EFFELSTOWN,4.0,7.0,1.0,,7.0,6.0,2.0,,6.0,2.0,2.0,,7.0,12.0,4.0,,10.0,19.0,3.0,,7.0,5.0,2.0,,
202,203,Lusk,260435.0,GRACEDIEU,17.0,19.0,5.0,,25.0,19.0,7.0,2.0,16.0,15.0,5.0,,12.0,12.0,4.0,,11.0,9.0,3.0,,5.0,9.0,3.0,,
203,204,Lusk,260445.0,GREATCOMMON,77.0,65.0,27.0,,81.0,88.0,36.0,5.0,90.0,101.0,41.0,,75.0,80.0,37.0,1.0,160.0,167.0,76.0,8.0,185.0,196.0,95.0,3.0,
204,205,Lusk,260450.0,HACKETSTOWN,19.0,19.0,5.0,,8.0,14.0,3.0,,9.0,12.0,3.0,,9.0,14.0,4.0,,7.0,6.0,3.0,,3.0,2.0,1.0,2.0,
205,206,Lusk,260457.0,HAYSTOWN,12.0,8.0,2.0,,6.0,2.0,1.0,1.0,3.0,3.0,2.0,,2.0,3.0,2.0,,7.0,9.0,2.0,1.0,8.0,8.0,2.0,,
206,207,Lusk,260462.0,HEATHTOWN,3.0,4.0,1.0,,2.0,3.0,1.0,,8.0,1.0,1.0,,5.0,6.0,2.0,,2.0,1.0,1.0,,3.0,2.0,1.0,,
207,208,Lusk,260463.0,HEDGESTOWN,8.0,2.0,1.0,,7.0,2.0,1.0,,6.0,4.0,1.0,,5.0,4.0,1.0,,4.0,4.0,1.0,,4.0,4.0,1.0,,
208,209,Lusk,260476.0,HORESTOWN,1.0,2.0,1.0,,5.0,,1.0,,,,,,3.0,4.0,1.0,,3.0,3.0,1.0,,2.0,2.0,1.0,,
209,210,Lusk,260491.0,IRISHTOWN,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,,3.0,4.0,1.0,,
210,211,Lusk,,JOHNSTOWN,32.0,17.0,7.0,,16.0,7.0,3.0,,10.0,7.0,3.0,,3.0,2.0,1.0,,10.0,10.0,3.0,,8.0,12.0,3.0,,
211,212,Lusk,260506.0,JORDANSTOWN (ED Holmpatrick),49.0,31.0,10.0,,43.0,23.0,9.0,,40.0,32.0,3.0,,27.0,26.0,9.0,1.0,26.0,25.0,10.0,,19.0,20.0,8.0,2.0,
212,213,Lusk,,KINGSTOWN,11.0,11.0,2.0,,12.0,9.0,2.0,,7.0,6.0,2.0,,3.0,5.0,2.0,,5.0,7.0,2.0,,5.0,7.0,2.0,,
213,214,Lusk,260566.0,KNIGHTSTOWN,14.0,19.0,7.0,,13.0,11.0,5.0,,10.0,3.0,3.0,1.0,16.0,14.0,6.0,,8.0,4.0,4.0,,9.0,3.0,4.0,,
214,215,Lusk,260576.0,LANE,,,,,4.0,2.0,1.0,,4.0,3.0,1.0,,,,,,,,,,,,,,
215,216,Lusk,260591.0,LOUGH COMMON,,,,1.0,3.0,5.0,1.0,,12.0,8.0,3.0,,4.0,5.0,2.0,,4.0,1.0,2.0,,3.0,1.0,2.0,,
216,217,Lusk,260593.0,LOUGHLAND,11.0,15.0,4.0,,14.0,13.0,4.0,,11.0,5.0,3.0,,14.0,11.0,3.0,,13.0,9.0,3.0,,8.0,5.0,2.0,1.0,
217,218,Lusk,260597.0,LOUGHSHINNY,,,,,,,,,,,,,,,,,3.0,,1.0,,6.0,4.0,2.0,,
218,219,Lusk,,LUSK,,,,,8.0,8.0,2.0,,26.0,23.0,10.0,,,,,,,,,,,,,,
219,220,Lusk,,NEVITT,21.0,18.0,4.0,,20.0,17.0,4.0,,19.0,16.0,3.0,,11.0,12.0,3.0,,12.0,9.0,3.0,,10.0,9.0,3.0,,
